tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
4/9/2015,DKI5 (Kebon Jeruk),53,4,29,59,12,59,O3,SEDANG
4/10/2015,DKI5 (Kebon Jeruk),60,4,48,,16,60,PM10,SEDANG
4/11/2015,DKI5 (Kebon Jeruk),35,4,16,,10,35,PM10,BAIK
4/12/2015,DKI5 (Kebon Jeruk),32,4,35,,11,35,CO,BAIK
4/13/2015,DKI5 (Kebon Jeruk),32,4,28,,11,32,PM10,BAIK
4/14/2015,DKI5 (Kebon Jeruk),64,4,31,,16,64,PM10,SEDANG
4/15/2015,DKI5 (Kebon Jeruk),54,4,21,54,15,54,PM10,SEDANG
4/16/2015,DKI5 (Kebon Jeruk),62,4,24,,15,62,PM10,SEDANG
4/17/2015,DKI5 (Kebon Jeruk),56,4,20,34,16,56,PM10,SEDANG
4/18/2015,DKI5 (Kebon Jeruk),56,4,25,,11,56,PM10,SEDANG
4/19/2015,DKI5 (Kebon Jeruk),57,4,20,,11,57,PM10,SEDANG
4/20/2015,DKI5 (Kebon Jeruk),53,4,18,72,11,72,O3,SEDANG
4/21/2015,DKI5 (Kebon Jeruk),61,4,45,,14,61,PM10,SEDANG
4/22/2015,DKI5 (Kebon Jeruk),55,5,21,,13,55,PM10,SEDANG
4/23/2015,DKI5 (Kebon Jeruk),20,5,7,27,4,27,O3,BAIK
4/24/2015,DKI5 (Kebon Jeruk),21,5,6,13,3,21,PM10,BAIK
4/25/2015,DKI5 (Kebon Jeruk),18,4,7,20,7,20,O3,BAIK
4/26/2015,DKI5 (Kebon Jeruk),21,5,11,25,11,25,O3,BAIK
4/27/2015,DKI5 (Kebon Jeruk),23,5,9,15,4,23,PM10,BAIK
4/28/2015,DKI5 (Kebon Jeruk),18,5,7,24,4,24,O3,BAIK
4/29/2015,DKI5 (Kebon Jeruk),19,5,6,22,4,22,O3,BAIK
4/30/2015,DKI5 (Kebon Jeruk),30,5,9,,6,30,PM10,BAIK
5/1/2015,DKI5 (Kebon Jeruk),36,5,10,67,10,67,O3,SEDANG
5/2/2015,DKI5 (Kebon Jeruk),47,5,21,,8,47,PM10,BAIK
5/3/2015,DKI5 (Kebon Jeruk),49,6,23,60,18,60,O3,SEDANG
5/4/2015,DKI5 (Kebon Jeruk),43,7,26,,12,43,PM10,BAIK
5/5/2015,DKI5 (Kebon Jeruk),54,8,53,,16,54,PM10,SEDANG
5/8/2015,DKI5 (Kebon Jeruk),33,5,,,,33,PM10,BAIK
5/9/2015,DKI5 (Kebon Jeruk),26,9,24,,13,26,PM10,BAIK
5/10/2015,DKI5 (Kebon Jeruk),11,8,11,,12,12,NO2,BAIK
5/11/2015,DKI5 (Kebon Jeruk),5,8,,,30,30,NO2,BAIK
5/12/2015,DKI5 (Kebon Jeruk),14,9,,,,14,PM10,BAIK
5/13/2015,DKI5 (Kebon Jeruk),7,9,,,43,43,NO2,BAIK
5/14/2015,DKI5 (Kebon Jeruk),11,9,,,22,22,NO2,BAIK
5/15/2015,DKI5 (Kebon Jeruk),12,11,,51,63,63,NO2,SEDANG
5/16/2015,DKI5 (Kebon Jeruk),18,10,24,47,12,47,O3,BAIK
5/17/2015,DKI5 (Kebon Jeruk),28,9,24,57,10,57,O3,SEDANG
5/18/2015,DKI5 (Kebon Jeruk),38,8,26,53,14,53,O3,SEDANG
5/19/2015,DKI5 (Kebon Jeruk),37,9,21,86,11,86,O3,SEDANG
5/20/2015,DKI5 (Kebon Jeruk),40,9,27,91,15,91,O3,SEDANG
5/21/2015,DKI5 (Kebon Jeruk),35,13,19,53,12,53,O3,SEDANG
5/22/2015,DKI5 (Kebon Jeruk),35,12,22,90,15,90,O3,SEDANG
5/23/2015,DKI5 (Kebon Jeruk),,14,29,57,18,57,O3,SEDANG
5/24/2015,DKI5 (Kebon Jeruk),,12,24,36,9,36,O3,BAIK
5/25/2015,DKI5 (Kebon Jeruk),,9,23,71,14,71,O3,SEDANG
5/26/2015,DKI5 (Kebon Jeruk),,13,41,80,17,80,O3,SEDANG
5/27/2015,DKI5 (Kebon Jeruk),,13,32,38,16,38,O3,BAIK
5/28/2015,DKI5 (Kebon Jeruk),,11,16,34,10,34,O3,BAIK
5/29/2015,DKI5 (Kebon Jeruk),,10,30,64,10,64,O3,SEDANG
5/30/2015,DKI5 (Kebon Jeruk),,9,21,70,11,70,O3,SEDANG
5/31/2015,DKI5 (Kebon Jeruk),,12,44,59,11,59,O3,SEDANG
6/1/2015,DKI5 (Kebon Jeruk),,9,24,46,11,46,O3,BAIK
6/2/2015,DKI5 (Kebon Jeruk),,10,34,69,13,69,O3,SEDANG
6/3/2015,DKI5 (Kebon Jeruk),,9,24,71,14,71,O3,SEDANG
6/4/2015,DKI5 (Kebon Jeruk),,9,35,33,11,35,CO,BAIK
6/5/2015,DKI5 (Kebon Jeruk),,11,19,30,12,30,O3,BAIK
6/6/2015,DKI5 (Kebon Jeruk),,12,29,60,13,60,O3,SEDANG
6/7/2015,DKI5 (Kebon Jeruk),,10,24,63,11,63,O3,SEDANG
6/8/2015,DKI5 (Kebon Jeruk),,11,33,37,13,37,O3,BAIK
6/9/2015,DKI5 (Kebon Jeruk),,12,24,26,13,26,O3,BAIK
6/10/2015,DKI5 (Kebon Jeruk),,12,43,93,21,93,O3,SEDANG
6/11/2015,DKI5 (Kebon Jeruk),,9,44,85,15,85,O3,SEDANG
6/12/2015,DKI5 (Kebon Jeruk),,8,31,53,19,53,O3,SEDANG
6/13/2015,DKI5 (Kebon Jeruk),,11,26,94,17,94,O3,SEDANG
6/14/2015,DKI5 (Kebon Jeruk),,11,30,83,12,83,O3,SEDANG
6/15/2015,DKI5 (Kebon Jeruk),,11,27,79,14,79,O3,SEDANG
6/16/2015,DKI5 (Kebon Jeruk),84,13,32,75,16,84,PM10,SEDANG
6/17/2015,DKI5 (Kebon Jeruk),71,14,32,68,16,71,PM10,SEDANG
6/18/2015,DKI5 (Kebon Jeruk),69,13,22,49,15,69,PM10,SEDANG
6/19/2015,DKI5 (Kebon Jeruk),77,12,26,74,13,77,PM10,SEDANG
6/20/2015,DKI5 (Kebon Jeruk),63,13,18,44,14,63,PM10,SEDANG
6/21/2015,DKI5 (Kebon Jeruk),68,12,22,82,12,82,O3,SEDANG
6/22/2015,DKI5 (Kebon Jeruk),63,10,14,70,8,70,O3,SEDANG
6/23/2015,DKI5 (Kebon Jeruk),72,12,21,76,10,76,O3,SEDANG
6/24/2015,DKI5 (Kebon Jeruk),78,13,23,84,11,84,O3,SEDANG
6/25/2015,DKI5 (Kebon Jeruk),101,11,37,,11,101,PM10,TIDAK SEHAT
6/26/2015,DKI5 (Kebon Jeruk),114,,,,,114,PM10,TIDAK SEHAT
6/27/2015,DKI5 (Kebon Jeruk),105,,,,,105,PM10,TIDAK SEHAT
6/28/2015,DKI5 (Kebon Jeruk),66,10,17,66,11,66,PM10,SEDANG
6/29/2015,DKI5 (Kebon Jeruk),88,11,21,96,10,96,O3,SEDANG
6/30/2015,DKI5 (Kebon Jeruk),79,17,17,94,14,94,O3,SEDANG
7/1/2015,DKI5 (Kebon Jeruk),71,12,16,74,10,74,O3,SEDANG
7/2/2015,DKI5 (Kebon Jeruk),72,12,17,67,11,72,PM10,SEDANG
7/3/2015,DKI5 (Kebon Jeruk),75,11,19,99,11,99,O3,SEDANG
7/4/2015,DKI5 (Kebon Jeruk),76,13,19,77,11,77,O3,SEDANG
7/5/2015,DKI5 (Kebon Jeruk),114,12,46,87,16,114,PM10,TIDAK SEHAT
7/6/2015,DKI5 (Kebon Jeruk),77,12,22,84,12,84,O3,SEDANG
7/7/2015,DKI5 (Kebon Jeruk),76,14,19,91,13,91,O3,SEDANG
7/8/2015,DKI5 (Kebon Jeruk),77,11,19,76,11,77,PM10,SEDANG
7/9/2015,DKI5 (Kebon Jeruk),70,11,14,72,9,72,O3,SEDANG
7/10/2015,DKI5 (Kebon Jeruk),71,12,17,73,10,73,O3,SEDANG
7/11/2015,DKI5 (Kebon Jeruk),70,12,16,51,13,70,PM10,SEDANG
7/12/2015,DKI5 (Kebon Jeruk),59,12,13,35,10,59,PM10,SEDANG
7/13/2015,DKI5 (Kebon Jeruk),60,14,11,29,11,60,PM10,SEDANG
7/14/2015,DKI5 (Kebon Jeruk),61,11,13,27,9,61,PM10,SEDANG
7/15/2015,DKI5 (Kebon Jeruk),60,11,14,27,8,60,PM10,SEDANG
7/16/2015,DKI5 (Kebon Jeruk),45,13,11,30,7,45,PM10,BAIK
7/17/2015,DKI5 (Kebon Jeruk),55,12,13,38,6,55,PM10,SEDANG
7/18/2015,DKI5 (Kebon Jeruk),49,11,10,37,6,49,PM10,BAIK
7/19/2015,DKI5 (Kebon Jeruk),45,11,8,36,7,45,PM10,BAIK
7/20/2015,DKI5 (Kebon Jeruk),52,10,10,40,7,52,PM10,SEDANG
7/21/2015,DKI5 (Kebon Jeruk),48,11,9,34,8,48,PM10,BAIK
7/22/2015,DKI5 (Kebon Jeruk),53,12,11,58,8,58,O3,SEDANG
7/23/2015,DKI5 (Kebon Jeruk),58,11,12,40,8,58,PM10,SEDANG
7/24/2015,DKI5 (Kebon Jeruk),59,11,11,36,7,59,PM10,SEDANG
7/25/2015,DKI5 (Kebon Jeruk),52,12,11,58,8,58,O3,SEDANG
7/26/2015,DKI5 (Kebon Jeruk),58,11,15,76,11,76,O3,SEDANG
7/27/2015,DKI5 (Kebon Jeruk),61,10,16,49,10,61,PM10,SEDANG
7/28/2015,DKI5 (Kebon Jeruk),51,12,14,43,10,51,PM10,SEDANG
7/29/2015,DKI5 (Kebon Jeruk),53,13,13,40,11,53,PM10,SEDANG
7/30/2015,DKI5 (Kebon Jeruk),60,11,17,58,10,60,PM10,SEDANG
7/31/2015,DKI5 (Kebon Jeruk),67,11,19,77,11,77,O3,SEDANG
8/1/2015,DKI5 (Kebon Jeruk),69,9,29,59,12,69,PM10,SEDANG
8/2/2015,DKI5 (Kebon Jeruk),66,9,24,89,11,89,O3,SEDANG
8/3/2015,DKI5 (Kebon Jeruk),62,11,17,39,13,62,PM10,SEDANG
8/4/2015,DKI5 (Kebon Jeruk),75,13,30,86,14,86,O3,SEDANG
8/5/2015,DKI5 (Kebon Jeruk),63,11,19,64,11,64,O3,SEDANG
8/6/2015,DKI5 (Kebon Jeruk),62,12,19,68,14,68,O3,SEDANG
8/7/2015,DKI5 (Kebon Jeruk),60,10,17,76,9,76,O3,SEDANG
8/8/2015,DKI5 (Kebon Jeruk),57,10,15,73,8,73,O3,SEDANG
8/9/2015,DKI5 (Kebon Jeruk),69,11,19,45,14,69,PM10,SEDANG
8/10/2015,DKI5 (Kebon Jeruk),58,12,15,41,9,58,PM10,SEDANG
8/11/2015,DKI5 (Kebon Jeruk),53,12,15,48,10,53,PM10,SEDANG
8/12/2015,DKI5 (Kebon Jeruk),55,11,14,62,10,62,O3,SEDANG
8/13/2015,DKI5 (Kebon Jeruk),69,10,24,44,14,69,PM10,SEDANG
8/14/2015,DKI5 (Kebon Jeruk),56,10,17,34,10,56,PM10,SEDANG
8/15/2015,DKI5 (Kebon Jeruk),56,12,12,57,12,57,O3,SEDANG
8/16/2015,DKI5 (Kebon Jeruk),58,11,11,48,11,58,PM10,SEDANG
8/17/2015,DKI5 (Kebon Jeruk),57,11,10,49,8,57,PM10,SEDANG
8/18/2015,DKI5 (Kebon Jeruk),57,12,13,45,10,57,PM10,SEDANG
8/19/2015,DKI5 (Kebon Jeruk),60,12,14,61,12,61,O3,SEDANG
8/20/2015,DKI5 (Kebon Jeruk),73,10,23,75,12,75,O3,SEDANG
8/21/2015,DKI5 (Kebon Jeruk),63,10,22,82,11,82,O3,SEDANG
8/22/2015,DKI5 (Kebon Jeruk),61,11,16,79,10,79,O3,SEDANG
8/23/2015,DKI5 (Kebon Jeruk),64,10,17,53,9,64,PM10,SEDANG
8/24/2015,DKI5 (Kebon Jeruk),63,11,15,62,9,63,PM10,SEDANG
8/25/2015,DKI5 (Kebon Jeruk),66,13,20,73,12,73,O3,SEDANG
8/26/2015,DKI5 (Kebon Jeruk),68,14,20,65,13,68,PM10,SEDANG
8/27/2015,DKI5 (Kebon Jeruk),71,12,24,54,13,71,PM10,SEDANG
8/28/2015,DKI5 (Kebon Jeruk),61,12,18,50,10,61,PM10,SEDANG
8/29/2015,DKI5 (Kebon Jeruk),62,12,17,52,12,62,PM10,SEDANG
8/30/2015,DKI5 (Kebon Jeruk),57,10,14,70,8,70,O3,SEDANG
8/31/2015,DKI5 (Kebon Jeruk),60,11,19,81,9,81,O3,SEDANG
9/1/2015,DKI5 (Kebon Jeruk),57,11,19,68,10,68,O3,SEDANG
9/2/2015,DKI5 (Kebon Jeruk),59,12,23,50,11,59,PM10,SEDANG
9/3/2015,DKI5 (Kebon Jeruk),69,13,,54,13,69,PM10,SEDANG
9/4/2015,DKI5 (Kebon Jeruk),56,12,22,52,11,56,PM10,SEDANG
9/5/2015,DKI5 (Kebon Jeruk),52,12,18,54,12,54,O3,SEDANG
9/6/2015,DKI5 (Kebon Jeruk),56,11,19,70,10,70,O3,SEDANG
9/7/2015,DKI5 (Kebon Jeruk),57,11,18,61,10,61,O3,SEDANG
9/8/2015,DKI5 (Kebon Jeruk),58,11,25,62,12,62,O3,SEDANG
9/9/2015,DKI5 (Kebon Jeruk),69,11,28,32,15,69,PM10,SEDANG
9/10/2015,DKI5 (Kebon Jeruk),71,13,35,56,15,71,PM10,SEDANG
9/11/2015,DKI5 (Kebon Jeruk),62,12,20,57,13,62,PM10,SEDANG
9/12/2015,DKI5 (Kebon Jeruk),55,11,16,50,9,55,PM10,SEDANG
9/13/2015,DKI5 (Kebon Jeruk),62,10,20,64,8,64,O3,SEDANG
9/14/2015,DKI5 (Kebon Jeruk),56,9,14,85,5,85,O3,SEDANG
9/15/2015,DKI5 (Kebon Jeruk),64,13,22,59,16,64,PM10,SEDANG
9/16/2015,DKI5 (Kebon Jeruk),52,12,18,46,12,52,PM10,SEDANG
9/17/2015,DKI5 (Kebon Jeruk),56,12,24,60,14,60,O3,SEDANG
9/18/2015,DKI5 (Kebon Jeruk),51,12,16,45,10,51,PM10,SEDANG
9/19/2015,DKI5 (Kebon Jeruk),50,13,23,42,16,50,PM10,BAIK
9/20/2015,DKI5 (Kebon Jeruk),55,10,26,66,9,66,O3,SEDANG
9/21/2015,DKI5 (Kebon Jeruk),60,12,27,57,13,60,PM10,SEDANG
9/22/2015,DKI5 (Kebon Jeruk),61,10,31,54,17,61,PM10,SEDANG
9/23/2015,DKI5 (Kebon Jeruk),62,13,37,92,15,92,O3,SEDANG
9/24/2015,DKI5 (Kebon Jeruk),48,12,40,72,19,72,O3,SEDANG
9/25/2015,DKI5 (Kebon Jeruk),41,12,19,70,11,70,O3,SEDANG
9/26/2015,DKI5 (Kebon Jeruk),45,11,28,53,13,53,O3,SEDANG
9/27/2015,DKI5 (Kebon Jeruk),31,11,22,49,10,49,O3,BAIK
9/28/2015,DKI5 (Kebon Jeruk),41,11,25,59,13,59,O3,SEDANG
9/29/2015,DKI5 (Kebon Jeruk),25,11,27,41,12,41,O3,BAIK
9/30/2015,DKI5 (Kebon Jeruk),22,12,18,40,13,40,O3,BAIK
10/1/2015,DKI5 (Kebon Jeruk),30,12,28,61,16,61,O3,SEDANG
10/2/2015,DKI5 (Kebon Jeruk),21,11,33,46,15,46,O3,BAIK
10/3/2015,DKI5 (Kebon Jeruk),18,12,24,34,13,34,O3,BAIK
10/6/2015,DKI5 (Kebon Jeruk),81,12,31,50,15,81,PM10,SEDANG
10/7/2015,DKI5 (Kebon Jeruk),75,11,29,59,17,75,PM10,SEDANG
10/8/2015,DKI5 (Kebon Jeruk),66,10,23,57,12,66,PM10,SEDANG
10/9/2015,DKI5 (Kebon Jeruk),69,11,23,46,12,69,PM10,SEDANG
10/10/2015,DKI5 (Kebon Jeruk),74,11,36,59,17,74,PM10,SEDANG
10/11/2015,DKI5 (Kebon Jeruk),60,11,21,42,9,60,PM10,SEDANG
10/12/2015,DKI5 (Kebon Jeruk),56,11,16,63,9,63,O3,SEDANG
10/13/2015,DKI5 (Kebon Jeruk),57,12,15,43,13,57,PM10,SEDANG
10/14/2015,DKI5 (Kebon Jeruk),66,11,23,73,11,73,O3,SEDANG
10/15/2015,DKI5 (Kebon Jeruk),74,11,29,73,14,74,PM10,SEDANG
10/16/2015,DKI5 (Kebon Jeruk),52,12,13,64,9,64,O3,SEDANG
10/17/2015,DKI5 (Kebon Jeruk),78,12,38,53,15,78,PM10,SEDANG
10/18/2015,DKI5 (Kebon Jeruk),91,12,56,77,18,91,PM10,SEDANG
10/19/2015,DKI5 (Kebon Jeruk),83,13,33,61,15,83,PM10,SEDANG
10/20/2015,DKI5 (Kebon Jeruk),68,12,24,90,13,90,O3,SEDANG
10/21/2015,DKI5 (Kebon Jeruk),66,12,18,63,11,66,PM10,SEDANG
10/22/2015,DKI5 (Kebon Jeruk),60,13,18,58,16,60,PM10,SEDANG
10/23/2015,DKI5 (Kebon Jeruk),76,12,27,59,13,76,PM10,SEDANG
10/24/2015,DKI5 (Kebon Jeruk),95,11,43,68,15,95,PM10,SEDANG
10/25/2015,DKI5 (Kebon Jeruk),71,11,15,69,8,71,PM10,SEDANG
10/26/2015,DKI5 (Kebon Jeruk),91,11,32,67,12,91,PM10,SEDANG
10/27/2015,DKI5 (Kebon Jeruk),88,11,32,75,14,88,PM10,SEDANG
10/28/2015,DKI5 (Kebon Jeruk),96,10,32,65,13,96,PM10,SEDANG
10/29/2015,DKI5 (Kebon Jeruk),78,10,24,67,13,78,PM10,SEDANG
10/30/2015,DKI5 (Kebon Jeruk),77,9,18,77,12,77,PM10,SEDANG
10/31/2015,DKI5 (Kebon Jeruk),77,10,27,120,13,120,O3,TIDAK SEHAT
11/1/2015,DKI5 (Kebon Jeruk),70,9,17,82,7,82,O3,SEDANG
11/2/2015,DKI5 (Kebon Jeruk),79,10,32,74,15,79,PM10,SEDANG
11/3/2015,DKI5 (Kebon Jeruk),60,9,15,48,14,60,PM10,SEDANG
11/4/2015,DKI5 (Kebon Jeruk),67,11,18,42,14,67,PM10,SEDANG
11/5/2015,DKI5 (Kebon Jeruk),77,11,22,38,13,77,PM10,SEDANG
11/6/2015,DKI5 (Kebon Jeruk),68,10,18,,16,68,PM10,SEDANG
11/7/2015,DKI5 (Kebon Jeruk),77,10,26,50,15,77,PM10,SEDANG
11/8/2015,DKI5 (Kebon Jeruk),77,9,58,,20,77,PM10,SEDANG
11/9/2015,DKI5 (Kebon Jeruk),57,10,16,80,11,80,O3,SEDANG
11/10/2015,DKI5 (Kebon Jeruk),63,10,20,98,9,98,O3,SEDANG
11/11/2015,DKI5 (Kebon Jeruk),73,11,28,85,16,85,O3,SEDANG
11/12/2015,DKI5 (Kebon Jeruk),75,10,28,95,13,95,O3,SEDANG
11/13/2015,DKI5 (Kebon Jeruk),58,10,18,65,7,65,O3,SEDANG
11/14/2015,DKI5 (Kebon Jeruk),56,10,19,61,10,61,O3,SEDANG
11/15/2015,DKI5 (Kebon Jeruk),64,10,26,53,10,64,PM10,SEDANG
11/16/2015,DKI5 (Kebon Jeruk),55,10,11,57,11,57,O3,SEDANG
11/17/2015,DKI5 (Kebon Jeruk),56,12,17,56,11,56,PM10,SEDANG
11/18/2015,DKI5 (Kebon Jeruk),69,12,20,68,13,69,PM10,SEDANG
11/19/2015,DKI5 (Kebon Jeruk),71,10,19,,12,71,PM10,SEDANG
11/20/2015,DKI5 (Kebon Jeruk),74,11,30,79,14,79,O3,SEDANG
11/21/2015,DKI5 (Kebon Jeruk),67,10,11,49,10,67,PM10,SEDANG
11/22/2015,DKI5 (Kebon Jeruk),79,12,,69,13,79,PM10,SEDANG
11/23/2015,DKI5 (Kebon Jeruk),70,,,,,70,PM10,SEDANG
11/24/2015,DKI5 (Kebon Jeruk),72,,,,,72,PM10,SEDANG
11/25/2015,DKI5 (Kebon Jeruk),65,9,18,85,13,85,O3,SEDANG
11/26/2015,DKI5 (Kebon Jeruk),57,11,,,21,57,PM10,SEDANG
11/27/2015,DKI5 (Kebon Jeruk),65,11,10,,8,65,PM10,SEDANG
11/28/2015,DKI5 (Kebon Jeruk),73,11,16,143,13,143,O3,TIDAK SEHAT
11/29/2015,DKI5 (Kebon Jeruk),64,10,12,,14,64,PM10,SEDANG
11/30/2015,DKI5 (Kebon Jeruk),69,10,26,,13,69,PM10,SEDANG
12/1/2015,DKI5 (Kebon Jeruk),76,10,,77,16,77,O3,SEDANG
12/2/2015,DKI5 (Kebon Jeruk),72,10,,71,13,72,PM10,SEDANG
12/3/2015,DKI5 (Kebon Jeruk),71,11,19,65,18,71,PM10,SEDANG
12/4/2015,DKI5 (Kebon Jeruk),66,12,27,68,7,68,O3,SEDANG
12/5/2015,DKI5 (Kebon Jeruk),72,10,43,67,9,72,PM10,SEDANG
12/6/2015,DKI5 (Kebon Jeruk),68,11,32,66,6,68,PM10,SEDANG
12/7/2015,DKI5 (Kebon Jeruk),48,11,14,44,8,48,PM10,BAIK
12/8/2015,DKI5 (Kebon Jeruk),54,10,15,42,7,54,PM10,SEDANG
12/9/2015,DKI5 (Kebon Jeruk),62,10,,60,6,62,PM10,SEDANG
12/10/2015,DKI5 (Kebon Jeruk),59,11,,64,10,64,O3,SEDANG
12/11/2015,DKI5 (Kebon Jeruk),64,11,12,,6,64,PM10,SEDANG
12/12/2015,DKI5 (Kebon Jeruk),61,10,17,42,6,61,PM10,SEDANG
12/13/2015,DKI5 (Kebon Jeruk),61,12,30,37,5,61,PM10,SEDANG
12/14/2015,DKI5 (Kebon Jeruk),27,10,,26,4,27,PM10,BAIK
12/15/2015,DKI5 (Kebon Jeruk),24,12,,20,4,24,PM10,BAIK
12/16/2015,DKI5 (Kebon Jeruk),19,12,6,24,5,24,O3,BAIK
12/17/2015,DKI5 (Kebon Jeruk),27,11,10,18,4,27,PM10,BAIK
12/18/2015,DKI5 (Kebon Jeruk),23,11,10,37,5,37,O3,BAIK
12/19/2015,DKI5 (Kebon Jeruk),34,11,14,39,6,39,O3,BAIK
12/20/2015,DKI5 (Kebon Jeruk),50,11,25,31,6,50,PM10,BAIK
12/21/2015,DKI5 (Kebon Jeruk),23,11,9,30,4,30,O3,BAIK
12/22/2015,DKI5 (Kebon Jeruk),28,11,8,17,4,28,PM10,BAIK
12/23/2015,DKI5 (Kebon Jeruk),34,11,10,25,3,34,PM10,BAIK
12/24/2015,DKI5 (Kebon Jeruk),44,11,11,23,3,44,PM10,BAIK
12/25/2015,DKI5 (Kebon Jeruk),41,13,8,38,4,41,PM10,BAIK
12/26/2015,DKI5 (Kebon Jeruk),44,12,,31,6,44,PM10,BAIK
12/27/2015,DKI5 (Kebon Jeruk),53,11,14,46,5,53,PM10,SEDANG
12/28/2015,DKI5 (Kebon Jeruk),55,12,10,36,7,55,PM10,SEDANG
12/29/2015,DKI5 (Kebon Jeruk),61,14,,30,7,61,PM10,SEDANG
12/30/2015,DKI5 (Kebon Jeruk),38,11,,28,4,38,PM10,BAIK
12/31/2015,DKI5 (Kebon Jeruk),29,10,,27,4,29,PM10,BAIK
1/1/2016,DKI5 (Kebon Jeruk),54,11,,33,4,54,PM10,SEDANG
1/2/2016,DKI5 (Kebon Jeruk),43,11,,30,5,43,PM10,BAIK
1/3/2016,DKI5 (Kebon Jeruk),38,10,,37,4,38,PM10,BAIK
1/4/2016,DKI5 (Kebon Jeruk),51,12,,67,8,67,O3,SEDANG
1/5/2016,DKI5 (Kebon Jeruk),68,11,,50,7,68,PM10,SEDANG
1/6/2016,DKI5 (Kebon Jeruk),65,,,37,8,65,PM10,SEDANG
1/7/2016,DKI5 (Kebon Jeruk),55,12,28,48,13,55,PM10,SEDANG
1/8/2016,DKI5 (Kebon Jeruk),43,11,22,37,9,43,PM10,BAIK
1/9/2016,DKI5 (Kebon Jeruk),54,10,22,50,9,54,PM10,SEDANG
1/10/2016,DKI5 (Kebon Jeruk),61,10,23,65,11,65,O3,SEDANG
1/11/2016,DKI5 (Kebon Jeruk),66,10,35,46,11,66,PM10,SEDANG
1/12/2016,DKI5 (Kebon Jeruk),59,11,33,29,20,59,PM10,SEDANG
1/13/2016,DKI5 (Kebon Jeruk),65,11,36,32,14,65,PM10,SEDANG
1/14/2016,DKI5 (Kebon Jeruk),53,10,27,,13,53,PM10,SEDANG
1/15/2016,DKI5 (Kebon Jeruk),62,11,27,,10,62,PM10,SEDANG
1/16/2016,DKI5 (Kebon Jeruk),53,10,,68,8,68,O3,SEDANG
1/17/2016,DKI5 (Kebon Jeruk),38,10,,61,9,61,O3,SEDANG
1/18/2016,DKI5 (Kebon Jeruk),47,11,27,,15,47,PM10,BAIK
1/19/2016,DKI5 (Kebon Jeruk),56,13,12,52,12,56,PM10,SEDANG
1/20/2016,DKI5 (Kebon Jeruk),43,13,,39,9,43,PM10,BAIK
1/21/2016,DKI5 (Kebon Jeruk),44,13,20,26,13,44,PM10,BAIK
1/22/2016,DKI5 (Kebon Jeruk),34,11,,22,8,34,PM10,BAIK
1/23/2016,DKI5 (Kebon Jeruk),4,11,,,12,12,NO2,BAIK
1/24/2016,DKI5 (Kebon Jeruk),16,11,,20,9,20,O3,BAIK
1/25/2016,DKI5 (Kebon Jeruk),6,11,,35,11,35,O3,BAIK
1/26/2016,DKI5 (Kebon Jeruk),13,11,,40,9,40,O3,BAIK
1/27/2016,DKI5 (Kebon Jeruk),35,11,,36,9,36,O3,BAIK
1/28/2016,DKI5 (Kebon Jeruk),48,11,,66,15,66,O3,SEDANG
2/10/2016,DKI5 (Kebon Jeruk),17,11,,44,5,44,O3,BAIK
2/11/2016,DKI5 (Kebon Jeruk),39,6,51,65,5,65,O3,SEDANG
2/12/2016,DKI5 (Kebon Jeruk),28,7,40,52,11,52,O3,SEDANG
2/13/2016,DKI5 (Kebon Jeruk),48,7,99,114,18,114,O3,TIDAK SEHAT
2/14/2016,DKI5 (Kebon Jeruk),50,6,54,96,11,96,O3,SEDANG
2/15/2016,DKI5 (Kebon Jeruk),54,6,44,61,10,61,O3,SEDANG
2/16/2016,DKI5 (Kebon Jeruk),29,10,33,52,9,52,O3,SEDANG
2/17/2016,DKI5 (Kebon Jeruk),17,6,33,58,10,58,O3,SEDANG
2/18/2016,DKI5 (Kebon Jeruk),63,7,72,65,8,72,CO,SEDANG
2/19/2016,DKI5 (Kebon Jeruk),38,8,56,85,11,85,O3,SEDANG
2/20/2016,DKI5 (Kebon Jeruk),36,9,47,68,10,68,O3,SEDANG
2/21/2016,DKI5 (Kebon Jeruk),21,10,42,65,11,65,O3,SEDANG
2/22/2016,DKI5 (Kebon Jeruk),26,6,42,64,9,64,O3,SEDANG
2/23/2016,DKI5 (Kebon Jeruk),25,11,39,79,8,79,O3,SEDANG
2/24/2016,DKI5 (Kebon Jeruk),11,9,33,60,9,60,O3,SEDANG
2/25/2016,DKI5 (Kebon Jeruk),6,6,31,62,14,62,O3,SEDANG
2/26/2016,DKI5 (Kebon Jeruk),3,5,31,57,9,57,O3,SEDANG
2/27/2016,DKI5 (Kebon Jeruk),4,7,37,57,8,57,O3,SEDANG
2/28/2016,DKI5 (Kebon Jeruk),,6,26,70,9,70,O3,SEDANG
2/29/2016,DKI5 (Kebon Jeruk),,6,30,60,11,60,O3,SEDANG
3/1/2016,DKI5 (Kebon Jeruk),22,6,24,59,9,59,O3,SEDANG
3/2/2016,DKI5 (Kebon Jeruk),31,6,32,51,9,51,O3,SEDANG
3/3/2016,DKI5 (Kebon Jeruk),46,7,54,52,11,54,CO,SEDANG
3/4/2016,DKI5 (Kebon Jeruk),40,14,39,54,7,54,O3,SEDANG
3/5/2016,DKI5 (Kebon Jeruk),48,12,30,58,7,58,O3,SEDANG
3/6/2016,DKI5 (Kebon Jeruk),71,11,43,69,11,71,PM10,SEDANG
